id,name,name_en,description,description_en,full_video_url,full_video_image_url,introduction,introduction_en,slug,slug_en,attribute_name,attribute_value
157,Fentes arrières à la barre,Barbell Alternating Reverse Lunges,"<p>Tenez-vous droit en tenant une barre placée sur l'arrière de vos épaules.</p><p>Faites un pas en arrière de 2 à 3 pieds avec un pied et abaissez votre corps au sol.</p><p>Votre genou arrière doit presque toucher le sol et votre genou avant doit être à un angle de 90 degrés.</p><p>Poussez vers le haut et revenez à la position de départ.</p><p>Répétez avec l'autre jambe.</p><p>Répétez le mouvement pour le nombre recommandé de répétitions, puis effectuez avec l'autre jambe.</p>","<p>Stand upright holding a barbell placed across the back of your shoulders.</p><p>Step back 2-3 feet with one foot and lower your body to the ground.</p><p>Your back knee should almost touch the ground and your front knee should be at a 90-degree angle.</p><p>Push up to return to the starting position.</p><p>Repeat with the other leg.</p><p>Repeat the movement for the recommended number of repetitions, then switch to the other leg.</p>",https://www.youtube.com/embed/NmfQzqGktgs?autoplay=1,https://img.youtube.com/vi/NmfQzqGktgs/hqdefault.jpg,"<p>Les <strong>fentes arrières à la barre</strong> sont un exercice efficace pour cibler les <strong>muscles des jambes</strong> et les <strong>fessiers</strong>. Idéal pour les sportifs intermédiaires à avancés, cet exercice aide à améliorer l'<em>équilibre</em> et la <em>stabilité</em> tout en augmentant la <strong>force des jambes</strong>.</p>","<p>The <strong>barbell alternating reverse lunges</strong> are an effective exercise to target the <strong>leg muscles</strong> and <strong>glutes</strong>. Ideal for intermediate to advanced athletes, this exercise helps improve <em>balance</em> and <em>stability</em> while increasing <strong>leg strength</strong>.</p>",fentes-arrieres-barre,barbell-alternating-reverse-lunges,TYPE,STRENGTH
157,Fentes arrières à la barre,Barbell Alternating Reverse Lunges,"<p>Tenez-vous droit en tenant une barre placée sur l'arrière de vos épaules.</p><p>Faites un pas en arrière de 2 à 3 pieds avec un pied et abaissez votre corps au sol.</p><p>Votre genou arrière doit presque toucher le sol et votre genou avant doit être à un angle de 90 degrés.</p><p>Poussez vers le haut et revenez à la position de départ.</p><p>Répétez avec l'autre jambe.</p><p>Répétez le mouvement pour le nombre recommandé de répétitions, puis effectuez avec l'autre jambe.</p>","<p>Stand upright holding a barbell placed across the back of your shoulders.</p><p>Step back 2-3 feet with one foot and lower your body to the ground.</p><p>Your back knee should almost touch the ground and your front knee should be at a 90-degree angle.</p><p>Push up to return to the starting position.</p><p>Repeat with the other leg.</p><p>Repeat the movement for the recommended number of repetitions, then switch to the other leg.</p>",https://www.youtube.com/embed/NmfQzqGktgs?autoplay=1,https://img.youtube.com/vi/NmfQzqGktgs/hqdefault.jpg,"<p>Les <strong>fentes arrières à la barre</strong> sont un exercice efficace pour cibler les <strong>muscles des jambes</strong> et les <strong>fessiers</strong>. Idéal pour les sportifs intermédiaires à avancés, cet exercice aide à améliorer l'<em>équilibre</em> et la <em>stabilité</em> tout en augmentant la <strong>force des jambes</strong>.</p>","<p>The <strong>barbell alternating reverse lunges</strong> are an effective exercise to target the <strong>leg muscles</strong> and <strong>glutes</strong>. Ideal for intermediate to advanced athletes, this exercise helps improve <em>balance</em> and <em>stability</em> while increasing <strong>leg strength</strong>.</p>",fentes-arrieres-barre,barbell-alternating-reverse-lunges,PRIMARY_MUSCLE,QUADRICEPS
157,Fentes arrières à la barre,Barbell Alternating Reverse Lunges,"<p>Tenez-vous droit en tenant une barre placée sur l'arrière de vos épaules.</p><p>Faites un pas en arrière de 2 à 3 pieds avec un pied et abaissez votre corps au sol.</p><p>Votre genou arrière doit presque toucher le sol et votre genou avant doit être à un angle de 90 degrés.</p><p>Poussez vers le haut et revenez à la position de départ.</p><p>Répétez avec l'autre jambe.</p><p>Répétez le mouvement pour le nombre recommandé de répétitions, puis effectuez avec l'autre jambe.</p>","<p>Stand upright holding a barbell placed across the back of your shoulders.</p><p>Step back 2-3 feet with one foot and lower your body to the ground.</p><p>Your back knee should almost touch the ground and your front knee should be at a 90-degree angle.</p><p>Push up to return to the starting position.</p><p>Repeat with the other leg.</p><p>Repeat the movement for the recommended number of repetitions, then switch to the other leg.</p>",https://www.youtube.com/embed/NmfQzqGktgs?autoplay=1,https://img.youtube.com/vi/NmfQzqGktgs/hqdefault.jpg,"<p>Les <strong>fentes arrières à la barre</strong> sont un exercice efficace pour cibler les <strong>muscles des jambes</strong> et les <strong>fessiers</strong>. Idéal pour les sportifs intermédiaires à avancés, cet exercice aide à améliorer l'<em>équilibre</em> et la <em>stabilité</em> tout en augmentant la <strong>force des jambes</strong>.</p>","<p>The <strong>barbell alternating reverse lunges</strong> are an effective exercise to target the <strong>leg muscles</strong> and <strong>glutes</strong>. Ideal for intermediate to advanced athletes, this exercise helps improve <em>balance</em> and <em>stability</em> while increasing <strong>leg strength</strong>.</p>",fentes-arrieres-barre,barbell-alternating-reverse-lunges,SECONDARY_MUSCLE,GLUTES
157,Fentes arrières à la barre,Barbell Alternating Reverse Lunges,"<p>Tenez-vous droit en tenant une barre placée sur l'arrière de vos épaules.</p><p>Faites un pas en arrière de 2 à 3 pieds avec un pied et abaissez votre corps au sol.</p><p>Votre genou arrière doit presque toucher le sol et votre genou avant doit être à un angle de 90 degrés.</p><p>Poussez vers le haut et revenez à la position de départ.</p><p>Répétez avec l'autre jambe.</p><p>Répétez le mouvement pour le nombre recommandé de répétitions, puis effectuez avec l'autre jambe.</p>","<p>Stand upright holding a barbell placed across the back of your shoulders.</p><p>Step back 2-3 feet with one foot and lower your body to the ground.</p><p>Your back knee should almost touch the ground and your front knee should be at a 90-degree angle.</p><p>Push up to return to the starting position.</p><p>Repeat with the other leg.</p><p>Repeat the movement for the recommended number of repetitions, then switch to the other leg.</p>",https://www.youtube.com/embed/NmfQzqGktgs?autoplay=1,https://img.youtube.com/vi/NmfQzqGktgs/hqdefault.jpg,"<p>Les <strong>fentes arrières à la barre</strong> sont un exercice efficace pour cibler les <strong>muscles des jambes</strong> et les <strong>fessiers</strong>. Idéal pour les sportifs intermédiaires à avancés, cet exercice aide à améliorer l'<em>équilibre</em> et la <em>stabilité</em> tout en augmentant la <strong>force des jambes</strong>.</p>","<p>The <strong>barbell alternating reverse lunges</strong> are an effective exercise to target the <strong>leg muscles</strong> and <strong>glutes</strong>. Ideal for intermediate to advanced athletes, this exercise helps improve <em>balance</em> and <em>stability</em> while increasing <strong>leg strength</strong>.</p>",fentes-arrieres-barre,barbell-alternating-reverse-lunges,SECONDARY_MUSCLE,HAMSTRINGS
157,Fentes arrières à la barre,Barbell Alternating Reverse Lunges,"<p>Tenez-vous droit en tenant une barre placée sur l'arrière de vos épaules.</p><p>Faites un pas en arrière de 2 à 3 pieds avec un pied et abaissez votre corps au sol.</p><p>Votre genou arrière doit presque toucher le sol et votre genou avant doit être à un angle de 90 degrés.</p><p>Poussez vers le haut et revenez à la position de départ.</p><p>Répétez avec l'autre jambe.</p><p>Répétez le mouvement pour le nombre recommandé de répétitions, puis effectuez avec l'autre jambe.</p>","<p>Stand upright holding a barbell placed across the back of your shoulders.</p><p>Step back 2-3 feet with one foot and lower your body to the ground.</p><p>Your back knee should almost touch the ground and your front knee should be at a 90-degree angle.</p><p>Push up to return to the starting position.</p><p>Repeat with the other leg.</p><p>Repeat the movement for the recommended number of repetitions, then switch to the other leg.</p>",https://www.youtube.com/embed/NmfQzqGktgs?autoplay=1,https://img.youtube.com/vi/NmfQzqGktgs/hqdefault.jpg,"<p>Les <strong>fentes arrières à la barre</strong> sont un exercice efficace pour cibler les <strong>muscles des jambes</strong> et les <strong>fessiers</strong>. Idéal pour les sportifs intermédiaires à avancés, cet exercice aide à améliorer l'<em>équilibre</em> et la <em>stabilité</em> tout en augmentant la <strong>force des jambes</strong>.</p>","<p>The <strong>barbell alternating reverse lunges</strong> are an effective exercise to target the <strong>leg muscles</strong> and <strong>glutes</strong>. Ideal for intermediate to advanced athletes, this exercise helps improve <em>balance</em> and <em>stability</em> while increasing <strong>leg strength</strong>.</p>",fentes-arrieres-barre,barbell-alternating-reverse-lunges,EQUIPMENT,BARBELL
157,Fentes arrières à la barre,Barbell Alternating Reverse Lunges,"<p>Tenez-vous droit en tenant une barre placée sur l'arrière de vos épaules.</p><p>Faites un pas en arrière de 2 à 3 pieds avec un pied et abaissez votre corps au sol.</p><p>Votre genou arrière doit presque toucher le sol et votre genou avant doit être à un angle de 90 degrés.</p><p>Poussez vers le haut et revenez à la position de départ.</p><p>Répétez avec l'autre jambe.</p><p>Répétez le mouvement pour le nombre recommandé de répétitions, puis effectuez avec l'autre jambe.</p>","<p>Stand upright holding a barbell placed across the back of your shoulders.</p><p>Step back 2-3 feet with one foot and lower your body to the ground.</p><p>Your back knee should almost touch the ground and your front knee should be at a 90-degree angle.</p><p>Push up to return to the starting position.</p><p>Repeat with the other leg.</p><p>Repeat the movement for the recommended number of repetitions, then switch to the other leg.</p>",https://www.youtube.com/embed/NmfQzqGktgs?autoplay=1,https://img.youtube.com/vi/NmfQzqGktgs/hqdefault.jpg,"<p>Les <strong>fentes arrières à la barre</strong> sont un exercice efficace pour cibler les <strong>muscles des jambes</strong> et les <strong>fessiers</strong>. Idéal pour les sportifs intermédiaires à avancés, cet exercice aide à améliorer l'<em>équilibre</em> et la <em>stabilité</em> tout en augmentant la <strong>force des jambes</strong>.</p>","<p>The <strong>barbell alternating reverse lunges</strong> are an effective exercise to target the <strong>leg muscles</strong> and <strong>glutes</strong>. Ideal for intermediate to advanced athletes, this exercise helps improve <em>balance</em> and <em>stability</em> while increasing <strong>leg strength</strong>.</p>",fentes-arrieres-barre,barbell-alternating-reverse-lunges,EQUIPMENT,BAR
157,Fentes arrières à la barre,Barbell Alternating Reverse Lunges,"<p>Tenez-vous droit en tenant une barre placée sur l'arrière de vos épaules.</p><p>Faites un pas en arrière de 2 à 3 pieds avec un pied et abaissez votre corps au sol.</p><p>Votre genou arrière doit presque toucher le sol et votre genou avant doit être à un angle de 90 degrés.</p><p>Poussez vers le haut et revenez à la position de départ.</p><p>Répétez avec l'autre jambe.</p><p>Répétez le mouvement pour le nombre recommandé de répétitions, puis effectuez avec l'autre jambe.</p>","<p>Stand upright holding a barbell placed across the back of your shoulders.</p><p>Step back 2-3 feet with one foot and lower your body to the ground.</p><p>Your back knee should almost touch the ground and your front knee should be at a 90-degree angle.</p><p>Push up to return to the starting position.</p><p>Repeat with the other leg.</p><p>Repeat the movement for the recommended number of repetitions, then switch to the other leg.</p>",https://www.youtube.com/embed/NmfQzqGktgs?autoplay=1,https://img.youtube.com/vi/NmfQzqGktgs/hqdefault.jpg,"<p>Les <strong>fentes arrières à la barre</strong> sont un exercice efficace pour cibler les <strong>muscles des jambes</strong> et les <strong>fessiers</strong>. Idéal pour les sportifs intermédiaires à avancés, cet exercice aide à améliorer l'<em>équilibre</em> et la <em>stabilité</em> tout en augmentant la <strong>force des jambes</strong>.</p>","<p>The <strong>barbell alternating reverse lunges</strong> are an effective exercise to target the <strong>leg muscles</strong> and <strong>glutes</strong>. Ideal for intermediate to advanced athletes, this exercise helps improve <em>balance</em> and <em>stability</em> while increasing <strong>leg strength</strong>.</p>",fentes-arrieres-barre,barbell-alternating-reverse-lunges,MECHANICS_TYPE,COMPOUND
163,Tirage horizontal (front) corde à la poulie haute,Facepulls,"<p>Fixez une corde à la machine à câble à un réglage bas.</p><p>Tenez-vous face à la machine et tenez la corde avec une prise en pronation.</p><p>Reculez pour créer une tension dans le câble, les pieds écartés à la largeur des épaules.</p><p>Gardez le dos droit et penchez-vous légèrement en avant, en fléchissant légèrement les genoux.</p><p>Tirez la corde vers votre poitrine, en contractant vos omoplates ensemble.</p><p>Faites une pause à la fin du mouvement, puis relâchez lentement et étendez vos bras jusqu'à la position de départ.</p><p>Répétez le nombre souhaité de répétitions.</p>","<p>Attach a rope to a low pulley cable machine.</p><p>Stand facing the machine and hold the rope with an overhand grip.</p><p>Step back to create tension in the cable, with feet shoulder-width apart.</p><p>Keep your back straight and lean slightly forward, bending your knees slightly.</p><p>Pull the rope towards your chest, squeezing your shoulder blades together.</p><p>Pause at the end of the movement, then slowly release and extend your arms back to the starting position.</p><p>Repeat for the desired number of repetitions.</p>",https://www.youtube.com/embed/3ZViIERC1QQ?autoplay=1,https://img.youtube.com/vi/3ZViIERC1QQ/hqdefault.jpg,"<p>Le <strong>Tirage horizontal (front) corde à la poulie haute</strong>, ou <em>Facepull</em>, est un excellent <em>exercice d'isolement</em> pour renforcer les<strong> muscles de la partie postérieure des épaules</strong> et du <strong>haut du dos</strong>. Particulièrement prisé pour son efficacité à prévenir et combattre les déséquilibres posturaux, il est adapté tant aux débutants qu'aux pratiquants confirmés.</p>","<p>The <strong>Facepull</strong> or <em>Face Pull</em> is an excellent <em>isolation exercise</em> for strengthening the <strong>posterior shoulder muscles</strong> and the <strong>upper back</strong>. Highly valued for its effectiveness in preventing and combating postural imbalances, it is suitable for both beginners and advanced trainees.</p>",tirage-horizontal-corde-poulie-haute,facepulls,TYPE,STRENGTH
163,Tirage horizontal (front) corde à la poulie haute,Facepulls,"<p>Fixez une corde à la machine à câble à un réglage bas.</p><p>Tenez-vous face à la machine et tenez la corde avec une prise en pronation.</p><p>Reculez pour créer une tension dans le câble, les pieds écartés à la largeur des épaules.</p><p>Gardez le dos droit et penchez-vous légèrement en avant, en fléchissant légèrement les genoux.</p><p>Tirez la corde vers votre poitrine, en contractant vos omoplates ensemble.</p><p>Faites une pause à la fin du mouvement, puis relâchez lentement et étendez vos bras jusqu'à la position de départ.</p><p>Répétez le nombre souhaité de répétitions.</p>","<p>Attach a rope to a low pulley cable machine.</p><p>Stand facing the machine and hold the rope with an overhand grip.</p><p>Step back to create tension in the cable, with feet shoulder-width apart.</p><p>Keep your back straight and lean slightly forward, bending your knees slightly.</p><p>Pull the rope towards your chest, squeezing your shoulder blades together.</p><p>Pause at the end of the movement, then slowly release and extend your arms back to the starting position.</p><p>Repeat for the desired number of repetitions.</p>",https://www.youtube.com/embed/3ZViIERC1QQ?autoplay=1,https://img.youtube.com/vi/3ZViIERC1QQ/hqdefault.jpg,"<p>Le <strong>Tirage horizontal (front) corde à la poulie haute</strong>, ou <em>Facepull</em>, est un excellent <em>exercice d'isolement</em> pour renforcer les<strong> muscles de la partie postérieure des épaules</strong> et du <strong>haut du dos</strong>. Particulièrement prisé pour son efficacité à prévenir et combattre les déséquilibres posturaux, il est adapté tant aux débutants qu'aux pratiquants confirmés.</p>","<p>The <strong>Facepull</strong> or <em>Face Pull</em> is an excellent <em>isolation exercise</em> for strengthening the <strong>posterior shoulder muscles</strong> and the <strong>upper back</strong>. Highly valued for its effectiveness in preventing and combating postural imbalances, it is suitable for both beginners and advanced trainees.</p>",tirage-horizontal-corde-poulie-haute,facepulls,PRIMARY_MUSCLE,SHOULDERS
163,Tirage horizontal (front) corde à la poulie haute,Facepulls,"<p>Fixez une corde à la machine à câble à un réglage bas.</p><p>Tenez-vous face à la machine et tenez la corde avec une prise en pronation.</p><p>Reculez pour créer une tension dans le câble, les pieds écartés à la largeur des épaules.</p><p>Gardez le dos droit et penchez-vous légèrement en avant, en fléchissant légèrement les genoux.</p><p>Tirez la corde vers votre poitrine, en contractant vos omoplates ensemble.</p><p>Faites une pause à la fin du mouvement, puis relâchez lentement et étendez vos bras jusqu'à la position de départ.</p><p>Répétez le nombre souhaité de répétitions.</p>","<p>Attach a rope to a low pulley cable machine.</p><p>Stand facing the machine and hold the rope with an overhand grip.</p><p>Step back to create tension in the cable, with feet shoulder-width apart.</p><p>Keep your back straight and lean slightly forward, bending your knees slightly.</p><p>Pull the rope towards your chest, squeezing your shoulder blades together.</p><p>Pause at the end of the movement, then slowly release and extend your arms back to the starting position.</p><p>Repeat for the desired number of repetitions.</p>",https://www.youtube.com/embed/3ZViIERC1QQ?autoplay=1,https://img.youtube.com/vi/3ZViIERC1QQ/hqdefault.jpg,"<p>Le <strong>Tirage horizontal (front) corde à la poulie haute</strong>, ou <em>Facepull</em>, est un excellent <em>exercice d'isolement</em> pour renforcer les<strong> muscles de la partie postérieure des épaules</strong> et du <strong>haut du dos</strong>. Particulièrement prisé pour son efficacité à prévenir et combattre les déséquilibres posturaux, il est adapté tant aux débutants qu'aux pratiquants confirmés.</p>","<p>The <strong>Facepull</strong> or <em>Face Pull</em> is an excellent <em>isolation exercise</em> for strengthening the <strong>posterior shoulder muscles</strong> and the <strong>upper back</strong>. Highly valued for its effectiveness in preventing and combating postural imbalances, it is suitable for both beginners and advanced trainees.</p>",tirage-horizontal-corde-poulie-haute,facepulls,SECONDARY_MUSCLE,FOREARMS
163,Tirage horizontal (front) corde à la poulie haute,Facepulls,"<p>Fixez une corde à la machine à câble à un réglage bas.</p><p>Tenez-vous face à la machine et tenez la corde avec une prise en pronation.</p><p>Reculez pour créer une tension dans le câble, les pieds écartés à la largeur des épaules.</p><p>Gardez le dos droit et penchez-vous légèrement en avant, en fléchissant légèrement les genoux.</p><p>Tirez la corde vers votre poitrine, en contractant vos omoplates ensemble.</p><p>Faites une pause à la fin du mouvement, puis relâchez lentement et étendez vos bras jusqu'à la position de départ.</p><p>Répétez le nombre souhaité de répétitions.</p>","<p>Attach a rope to a low pulley cable machine.</p><p>Stand facing the machine and hold the rope with an overhand grip.</p><p>Step back to create tension in the cable, with feet shoulder-width apart.</p><p>Keep your back straight and lean slightly forward, bending your knees slightly.</p><p>Pull the rope towards your chest, squeezing your shoulder blades together.</p><p>Pause at the end of the movement, then slowly release and extend your arms back to the starting position.</p><p>Repeat for the desired number of repetitions.</p>",https://www.youtube.com/embed/3ZViIERC1QQ?autoplay=1,https://img.youtube.com/vi/3ZViIERC1QQ/hqdefault.jpg,"<p>Le <strong>Tirage horizontal (front) corde à la poulie haute</strong>, ou <em>Facepull</em>, est un excellent <em>exercice d'isolement</em> pour renforcer les<strong> muscles de la partie postérieure des épaules</strong> et du <strong>haut du dos</strong>. Particulièrement prisé pour son efficacité à prévenir et combattre les déséquilibres posturaux, il est adapté tant aux débutants qu'aux pratiquants confirmés.</p>","<p>The <strong>Facepull</strong> or <em>Face Pull</em> is an excellent <em>isolation exercise</em> for strengthening the <strong>posterior shoulder muscles</strong> and the <strong>upper back</strong>. Highly valued for its effectiveness in preventing and combating postural imbalances, it is suitable for both beginners and advanced trainees.</p>",tirage-horizontal-corde-poulie-haute,facepulls,EQUIPMENT,CABLE
